"region";"alder";"ar";"xxx";"count"
"21 Svalbard";"056 56 ar";"2022";"Personer";0
"21 Svalbard";"057 57 ar";"2022";"Personer";0
"21 Svalbard";"058 58 ar";"2022";"Personer";0
"21 Svalbard";"059 59 ar";"2022";"Personer";0
"21 Svalbard";"060 60 ar";"2022";"Personer";0
"21 Svalbard";"061 61 ar";"2022";"Personer";0
"21 Svalbard";"062 62 ar";"2022";"Personer";0
"21 Svalbard";"063 63 ar";"2022";"Personer";0
"21 Svalbard";"064 64 ar";"2022";"Personer";0
"21 Svalbard";"065 65 ar";"2022";"Personer";0
"21 Svalbard";"066 66 ar";"2022";"Personer";0
"21 Svalbard";"067 67 ar";"2022";"Personer";0
"21 Svalbard";"068 68 ar";"2022";"Personer";0
"21 Svalbard";"069 69 ar";"2022";"Personer";0
"21 Svalbard";"070 70 ar";"2022";"Personer";0
"21 Svalbard";"071 71 ar";"2022";"Personer";0
"21 Svalbard";"072 72 ar";"2022";"Personer";0
"21 Svalbard";"073 73 ar";"2022";"Personer";0
"21 Svalbard";"074 74 ar";"2022";"Personer";0
"21 Svalbard";"075 75 ar";"2022";"Personer";0
"21 Svalbard";"076 76 ar";"2022";"Personer";0
"21 Svalbard";"077 77 ar";"2022";"Personer";0
"21 Svalbard";"078 78 ar";"2022";"Personer";0
"21 Svalbard";"079 79 ar";"2022";"Personer";0
"21 Svalbard";"080 80 ar";"2022";"Personer";0
"21 Svalbard";"081 81 ar";"2022";"Personer";0
"21 Svalbard";"082 82 ar";"2022";"Personer";0
"21 Svalbard";"083 83 ar";"2022";"Personer";0
"21 Svalbard";"084 84 ar";"2022";"Personer";0
"21 Svalbard";"085 85 ar";"2022";"Personer";0
"21 Svalbard";"086 86 ar";"2022";"Personer";0
"21 Svalbard";"087 87 ar";"2022";"Personer";0
"21 Svalbard";"088 88 ar";"2022";"Personer";0
"21 Svalbard";"089 89 ar";"2022";"Personer";0
"21 Svalbard";"090 90 ar";"2022";"Personer";0
"21 Svalbard";"091 91 ar";"2022";"Personer";0
"21 Svalbard";"092 92 ar";"2022";"Personer";0
"21 Svalbard";"093 93 ar";"2022";"Personer";0
"21 Svalbard";"094 94 ar";"2022";"Personer";0
"21 Svalbard";"095 95 ar";"2022";"Personer";0
"21 Svalbard";"096 96 ar";"2022";"Personer";0
"21 Svalbard";"097 97 ar";"2022";"Personer";0
"21 Svalbard";"098 98 ar";"2022";"Personer";0
"21 Svalbard";"099 99 ar";"2022";"Personer";0
"21 Svalbard";"100 100 ar";"2022";"Personer";0
"21 Svalbard";"101 101 ar";"2022";"Personer";0
"21 Svalbard";"102 102 ar";"2022";"Personer";0
"21 Svalbard";"103 103 ar";"2022";"Personer";0
"21 Svalbard";"104 104 ar";"2022";"Personer";0
"21 Svalbard";"105+ 105 ar eller eldre";"2022";"Personer";0
