unit,landuse,geo\time	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 
KM2,TOTAL,TR42	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.0 	20272.0 
KM2,TOTAL,TR51	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25402.0 	25402.0 
KM2,TOTAL,TR52	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.0 	49682.0 
KM2,TOTAL,TR61	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36797.0 	36797.0 
KM2,TOTAL,TR62	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29558.0 	29558.0 
KM2,TOTAL,TR63	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.0 	23484.0 
KM2,TOTAL,TR71	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31823.0 	31823.0 
KM2,TOTAL,TR72	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59751.0 	59751.0 
KM2,TOTAL,TR81	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 
KM2,TOTAL,TR82	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.0 	26466.0 
KM2,TOTAL,TR83	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37937.0 	37937.0 
KM2,TOTAL,TR90	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.0 	35174.0 
KM2,TOTAL,TRA1	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40798.0 	40798.0 
KM2,TOTAL,TRA2	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.0 	30193.0 
KM2,TOTAL,TRB1	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.0 	37323.0 
KM2,TOTAL,TRB2	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	41754.7 	41754.7 	41754.7 	41754.7 	41755.0 	41755.0 
KM2,TOTAL,TRC1	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15879.0 	15879.0 
KM2,TOTAL,TRC2	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.0 	34540.0 
KM2,TOTAL,TRC3	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.0 	26090.0 
KM2,TOTAL,UKC1	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3046.8 	3047.0 
KM2,TOTAL,UKC2	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.5 	5629.0 
KM2,TOTAL,UKD1	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.5 	7182.0 
KM2,TOTAL,UKD3	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 
KM2,TOTAL,UKD4	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.2 	3263.0 
KM2,TOTAL,UKD6	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2289.9 	2290.0 
KM2,TOTAL,UKD7	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	907.9 	908.0 
KM2,TOTAL,UKE1	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3657.5 	3656.0 
KM2,TOTAL,UKE2	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.2 	8325.0 
KM2,TOTAL,UKE3	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.1 	1552.0 
KM2,TOTAL,UKE4	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.2 	2029.0 
KM2,TOTAL,UKF1	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.3 	4790.0 
KM2,TOTAL,UKF2	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4917.9 	4918.0 
KM2,TOTAL,UKF3	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6102.6 	6103.0 
KM2,TOTAL,UKG1	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5897.8 	5898.0 
KM2,TOTAL,UKG2	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.4 	6204.0 
KM2,TOTAL,UKG3	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	901.6 	902.0 
KM2,TOTAL,UKH1	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12746.6 	12760.0 
KM2,TOTAL,UKH2	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.5 	2878.0 
KM2,TOTAL,UKH3	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3946.9 	3948.0 
KM2,TOTAL,UKI3	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 	112.0 
KM2,TOTAL,UKI4	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 	216.0 
KM2,TOTAL,UKI5	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 	444.0 
KM2,TOTAL,UKI6	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 	355.0 
KM2,TOTAL,UKI7	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 	467.0 
KM2,TOTAL,UKJ1	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.4 	5743.0 
KM2,TOTAL,UKJ2	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.2 	5504.0 
KM2,TOTAL,UKJ3	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.3 	4249.0 
KM2,TOTAL,UKJ4	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.3 	3908.0 
KM2,TOTAL,UKK1	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7703.9 	7704.0 
KM2,TOTAL,UKK2	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6208.8 	6209.0 
KM2,TOTAL,UKK3	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.2 	3636.0 
KM2,TOTAL,UKK4	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6839.7 	6840.0 
KM2,TOTAL,UKL1	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13442.8 	13443.0 
KM2,TOTAL,UKL2	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7781.7 	7782.0 
KM2,TOTAL,UKM2	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.4 	18296.0 
KM2,TOTAL,UKM3	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13437.5 	13419.0 
KM2,TOTAL,UKM5	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6498.3 	6544.0 
KM2,TOTAL,UKM6	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41960.2 	41974.0 
KM2,TOTAL,UKN0	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14129.7 	14130.0 
